"AVAILABLEMEMORY","CPULOADLAST15MINUTE","CPULOADLAST1MINUTE","CPULOADLAST5MINUTE","FREEMEMORY","FREESWAPMEMORY","TIME","TOTALMEMORY","TOTALSWAPMEMORY","USEDMEMORY","USEDSWAPMEMORY"
"6248","1.38","0.53","1.06","2247","0","00:08:22","15894","0","8324","40"
"6248","1.38","0.53","1.06","2247","0","00:08:23","15894","0","8324","40"
"6249","1.39","0.65","1.08","2247","0","00:08:24","15894","0","8324","40"
"6249","1.39","0.65","1.08","2247","0","00:08:25","15894","0","8324","40"
"6248","1.39","0.65","1.08","2247","0","00:08:26","15894","0","8324","40"
"6248","1.39","0.65","1.08","2247","0","00:08:27","15894","0","8324","40"
"6249","1.39","0.65","1.08","2247","0","00:08:28","15894","0","8324","40"
"6249","1.38","0.60","1.06","2247","0","00:08:29","15894","0","8324","40"
"6248","1.38","0.60","1.06","2247","0","00:08:30","15894","0","8325","40"
"6248","1.38","0.60","1.06","2247","0","00:08:31","15894","0","8325","40"
"6248","1.38","0.60","1.06","2247","0","00:08:32","15894","0","8325","40"
"6248","1.38","0.60","1.06","2246","0","00:08:33","15894","0","8325","40"
"6248","1.38","0.63","1.06","2247","0","00:08:34","15894","0","8325","40"
"6248","1.38","0.63","1.06","2247","0","00:08:35","15894","0","8325","40"
"6248","1.38","0.63","1.06","2247","0","00:08:36","15894","0","8325","40"
"6248","1.38","0.63","1.06","2246","0","00:08:37","15894","0","8325","40"
"6248","1.38","0.63","1.06","2246","0","00:08:38","15894","0","8325","40"
"6247","1.37","0.66","1.06","2246","0","00:08:39","15894","0","8325","40"
"6248","1.37","0.66","1.06","2247","0","00:08:40","15894","0","8325","40"
"6248","1.37","0.66","1.06","2246","0","00:08:41","15894","0","8325","40"
"6247","1.37","0.66","1.06","2246","0","00:08:42","15894","0","8326","40"
"6247","1.37","0.66","1.06","2246","0","00:08:43","15894","0","8326","40"
"6247","1.37","0.61","1.04","2246","0","00:08:44","15894","0","8326","40"
"6249","1.37","0.61","1.04","2248","0","00:08:45","15894","0","8323","40"
"6249","1.37","0.61","1.04","2248","0","00:08:46","15894","0","8323","40"
"6250","1.37","0.61","1.04","2248","0","00:08:47","15894","0","8323","40"
"6250","1.37","0.61","1.04","2249","0","00:08:48","15894","0","8323","40"
"6250","1.36","0.56","1.02","2249","0","00:08:49","15894","0","8323","40"
"6250","1.36","0.56","1.02","2249","0","00:08:50","15894","0","8323","40"
"6250","1.36","0.56","1.02","2248","0","00:08:51","15894","0","8323","40"
"6250","1.36","0.56","1.02","2248","0","00:08:52","15894","0","8323","40"
"6250","1.36","0.56","1.02","2248","0","00:08:53","15894","0","8323","40"
"6250","1.35","0.51","1.01","2248","0","00:08:54","15894","0","8323","40"
"6249","1.35","0.51","1.01","2248","0","00:08:55","15894","0","8324","40"
"6249","1.35","0.51","1.01","2248","0","00:08:56","15894","0","8324","40"
"6249","1.35","0.51","1.01","2248","0","00:08:57","15894","0","8323","40"
"6250","1.35","0.51","1.01","2248","0","00:08:58","15894","0","8323","40"
"6249","1.34","0.47","0.99","2248","0","00:08:59","15894","0","8323","40"
"6249","1.34","0.47","0.99","2248","0","00:09:00","15894","0","8323","40"
"6249","1.34","0.47","0.99","2248","0","00:09:01","15894","0","8323","40"
"6249","1.34","0.47","0.99","2248","0","00:09:02","15894","0","8324","40"
"6250","1.34","0.47","0.99","2248","0","00:09:03","15894","0","8323","40"
"6250","1.34","0.43","0.97","2248","0","00:09:04","15894","0","8323","40"
"6249","1.34","0.43","0.97","2248","0","00:09:05","15894","0","8323","40"
"6249","1.34","0.43","0.97","2248","0","00:09:06","15894","0","8324","40"
"6249","1.34","0.43","0.97","2248","0","00:09:07","15894","0","8324","40"
"6249","1.34","0.43","0.97","2248","0","00:09:08","15894","0","8323","40"
"6249","1.33","0.40","0.96","2248","0","00:09:09","15894","0","8323","40"
"6250","1.33","0.40","0.96","2248","0","00:09:10","15894","0","8323","40"
"6250","1.33","0.40","0.96","2248","0","00:09:11","15894","0","8323","40"
"6250","1.33","0.40","0.96","2249","0","00:09:12","15894","0","8323","40"
"6250","1.33","0.40","0.96","2248","0","00:09:13","15894","0","8323","40"
"6250","1.32","0.37","0.94","2248","0","00:09:14","15894","0","8323","40"
"6250","1.32","0.37","0.94","2248","0","00:09:15","15894","0","8323","40"
"6249","1.32","0.37","0.94","2248","0","00:09:16","15894","0","8324","40"
"6249","1.32","0.37","0.94","2248","0","00:09:17","15894","0","8324","40"
"6249","1.32","0.37","0.94","2248","0","00:09:18","15894","0","8324","40"
"6249","1.31","0.34","0.92","2247","0","00:09:19","15894","0","8324","40"
"6248","1.31","0.34","0.92","2247","0","00:09:20","15894","0","8325","40"
"6248","1.31","0.34","0.92","2246","0","00:09:21","15894","0","8324","40"
"6248","1.31","0.34","0.92","2246","0","00:09:22","15894","0","8324","40"
"6248","1.31","0.34","0.92","2246","0","00:09:23","15894","0","8325","40"
"6248","1.31","0.31","0.91","2247","0","00:09:24","15894","0","8325","40"
"6248","1.31","0.31","0.91","2247","0","00:09:25","15894","0","8325","40"
"6248","1.31","0.31","0.91","2246","0","00:09:26","15894","0","8325","40"
"6248","1.31","0.31","0.91","2246","0","00:09:27","15894","0","8325","40"
"6248","1.31","0.31","0.91","2246","0","00:09:28","15894","0","8325","40"
"6248","1.31","0.36","0.91","2247","0","00:09:29","15894","0","8325","40"
"6240","1.31","0.36","0.91","2239","0","00:09:30","15894","0","8325","40"
"6240","1.31","0.36","0.91","2239","0","00:09:31","15894","0","8325","40"
